Index,Average infiltration rate,Area,Contributing area,Drainage Area Ratio,Age,Ponding depth,Inlet condition,Outlet condition,Underdrain,% Residential,% Commercial,% Industrial,% Institutional,% Vegetation_shrub,% Vegetation_tree,% Vegetation_grass,% Vegetation_prairie,% Vegetation_bare,% Vegetation_other,Underlying soil_% sand,Underlying soil_% silt,Underlying soil_% clay,Underlying soil_% urban/disturbed,Underlying soil_% other/undefined,Underlying soil_% organic matter,Evidence of poor infiltration,% of surface with poor infiltration,Vegetation condition,Inlet feature_Curb Cut,Inlet feature_Other,Inlet feature_Overland Flow,Inlet feature_Pipe,Outlet feature_Other,Outlet feature_Overland Flow,Outlet feature_Pipe,Outlet feature_Riser Pipe,Engineered soil depth,Engineered soil _% sand,Engineered soil _% silt,Engineered soil _% clay,Engineered soil _% compost,Engineered soil _% other
OH_2023_12,11.0090331,4000,130000,33,6,7,3,3,1,0,0,0,100,0,5,55,40,0,0,6,46,48,0,0,0.49,0,0,3,0,0,1,0,0,1,0,0,24,80,0,10,10,0
OH_2023_13,32.00799517,15000,170000,11,5,8.5,3,3,1,0,0,0,100,10,20,70,0,0,0,5,44,44,0,7,0.25,0,0,3,0,0,1,0,0,1,0,0,24,80,0,10,10,0
OH_2023_14,6.375,1900,30000,16,8,11,3,3,1,100,0,0,0,0,25,65,10,0,0,24,3,3,70,0,0.09,0,0,2,0,0,1,0,0,1,0,0,24,80,0,10,10,0
OH_2023_15,5.95,10000,30000,3,6,0,3,3,0,100,0,0,0,0,20,15,55,10,0,16,30,12,34,8,1.29,0,0,3,0,0,1,0,0,1,0,0,24,80,0,10,10,0
OH_2023_16,9.20407608,9000,55000,6,7,0,2,3,1,0,100,0,0,0,0,90,0,10,0,0,0,0,100,0,0,0,0,2,0,0,1,0,0,1,0,0,24,70,10,10,10,0
OH_2023_17,4,22000,85000,4,5,0,2,3,1,100,0,0,0,0,0,100,0,0,0,39,24,12,25,0,0.3,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0
OH_2023_18,6.52,52000,62000,1,7,15,3,3,1,0,0,50,50,15,10,75,0,0,0,10,11,9,70,0,0.11,0,0,2,0,0,1,0,0,1,0,0,24,80,0,10,10,0
OH_2023_19,5.58558548,48000,120000,3,7,20,3,3,1,0,40,0,60,0,0,0,100,0,0,10,11,9,70,0,0.11,0,0,3,0,0,1,0,0,1,0,0,24,80,0,10,10,0
OH_2023_20,18.31067284,9000,70000,8,7,26,3,3,1,0,0,0,100,15,5,80,0,0,0,10,11,9,70,0,0.11,0,0,3,0,0,1,0,0,1,0,0,24,80,0,10,10,0
OH_2023_21,3.988267614,950,30000,32,10,0,3,3,0,0,0,0,100,0,10,70,10,10,0,11,31,23,35,0,0.37,1,5,3,0,0,1,0,0,1,0,0,12,70,0,20,10,0
WI_2022_01,6.20360964,13412,252648,19,13,12,1,2,1,30,10,40,20,0,0,0,100,0,0,18,42,40,0,0,0.13,0,0,3,0,0,0,1,0,0,0,1,24,40,0,0,30,30
WI_2022_02,22.181058,580,3485,6,8,12,2,3,0,0,0,0,100,40,0,0,30,10,20,91,2,7,0,0,0.75,0,0,2,0,0,1,0,0,1,0,0,24,45,0,0,35,20
WI_2022_03,50,3181,10454,3,8,13,2,1,0,0,0,0,100,0,0,0,0,70,30,92,2,6,0,0,0.1,0,0,2,0,0,1,0,0,1,0,0,24,45,0,0,35,20
WI_2022_04,23.952708,225,2178,10,9,6,2,2,0,0,0,0,100,5,0,60,30,5,0,94,1,5,0,0,0.25,0,0,2,0,0,1,0,0,1,0,0,24,45,0,0,35,20
WI_2022_05,6.984340362,3584,269201,75,3,15.5,3,3,1,100,0,0,0,0,10,90,0,0,0,17,45,38,0,0,0.07,1,1,3,0,0,0,1,0,0,0,1,18,70,0,0,30,0
WI_2022_06,1.394926344,7980,1035857,130,3,28,2,3,1,90,0,0,10,0,0,0,60,10,30,12,51,36,1,0,0.32,1,5,2,0,0,0,1,0,0,0,1,18,75,0,0,0,25
WI_2022_07,5.46802056,2300,43560,19,6,2.8,1,3,1,0,0,0,100,0,0,100,0,0,0,28,37,33,0,2,1.38,1,1,2,0,0,0,1,0,0,0,1,24,75,0,0,25,0
WI_2022_08,6.84849024,861,127631,148,5,48,1,1,1,90,0,0,10,10,10,0,80,0,0,18,49,33,0,0,0.25,0,0,2,0,0,0,1,0,1,0,0,20,75,0,0,25,0
WI_2022_09,9.2196666,5454,106722,20,1,21.5,2,3,1,0,0,0,100,0,0,0,100,0,0,15,53,32,0,0,0.27,0,0,3,0,0,0,1,0,0,0,1,24,75,0,0,25,0
WI_2022_10,6.43605012,7695,2308680,300,5,1.1,2,2,1,0,0,50,50,0,0,0,30,0,70,0,0,28,72,0,0.25,0,0,2,0,0,0,1,0,0,0,1,6,75,0,0,25,0
WI_2022_11,5.39715456,693,30928,45,13,1,1,3,1,0,0,0,100,0,0,0,60,10,30,60,29,11,0,0,3.09,0,0,2,1,0,0,0,0,0,0,1,36,40,0,0,30,30
WI_2022_12,4.02448014,1000,7405,7,4,7.9,3,2,1,10,10,0,80,0,0,0,80,20,0,0,0,0,100,0,0,0,0,3,1,0,0,0,0,0,0,1,18,75,0,0,25,0
WI_2022_14,9.94391712,620,9583,15,8,5.8,3,2,1,20,20,0,60,20,0,0,50,20,10,42,35,23,0,0,0.53,0,0,2,0,0,0,1,0,0,0,1,12,70,0,0,30,0
WI_2022_15,13.89965724,1348,39640,29,7,18,2,2,1,0,0,0,100,0,0,0,90,0,10,44,33,23,0,0,0.5,0,0,3,0,0,0,1,0,0,0,1,17,75,0,0,25,0
WI_2022_16,11.01186774,2045,36590,18,4,6.2,3,2,0,30,0,0,70,0,0,0,90,10,0,52,36,12,0,0,2.25,0,0,3,0,0,1,0,0,1,0,0,24,75,0,0,25,0
WI_2023_01,3.58046788,5963,71544,12,3,18.5,3,3,0,0,0,0,100,0,0,100,0,0,0,5,6,27,0,62,0.27,0,0,3,0,0,1,0,0,1,0,0,12,75,0,0,25,0
WI_2023_02,4.02444247,2189,82546,38,12,3.5,1,1,1,100,0,0,0,2,0,0,90,0,8,18,44,38,0,0,0.25,0,0,2,0,0,0,1,0,0,0,1,24,57,11,2,30,0
WI_2023_03,13.78358927,6932,314503,45,13,1,1,2,1,0,0,100,0,2,0,0,95,0,3,36,31,18,0,15,1.28,1,5,2,0,0,0,1,0,0,0,1,26,75,0,0,25,0
WI_2023_04,10.07139775,825,5878,7,3,9,2,3,1,0,0,0,100,10,0,0,70,15,5,0,0,0,100,0,0,0,0,3,1,0,0,0,0,0,0,1,18,75,0,0,25,0
WI_2023_05,4.74417194,15637,131116,8,4,6,2,2,1,0,0,0,100,0,0,0,99,0,1,17,43,40,0,0,0.73,0,0,2,0,0,1,0,0,0,0,1,12,0,0,0,0,100
WI_2023_06,7.582077176,1929,55511,29,5,6,2,2,1,10,90,0,0,0,0,95,5,0,0,14,54,30,1,1,0.2,0,0,1,1,0,0,0,0,0,0,1,18,0,0,0,0,100
WI_2023_07,21.17591796,1001,1913,2,4,7,3,3,1,0,100,0,0,20,60,0,0,20,0,6,45,46,0,3,0.24,1,10,2,1,0,0,0,0,0,0,1,36,85,0,0,15,0
WI_2023_08,13.67623353,1415,4070,3,3,16,3,3,1,100,0,0,0,45,2,50,0,0,3,17,45,38,0,0,0.07,0,0,3,0,0,0,1,0,0,0,1,18,70,0,0,30,0
WI_2023_09,11.71894003,2832,126324,45,3,19,2,3,1,100,0,0,0,0,0,0,99,1,0,8,45,47,0,0,0.25,0,0,3,0,0,0,1,0,0,0,1,18,70,0,0,30,0
WI_2023_10,4.75196216,635,20474,32,7,2,3,3,0,0,0,0,100,0,0,0,50,50,0,33,51,16,0,0,0.51,0,0,3,0,0,1,0,0,0,0,1,36,70,0,0,30,0
WI_2023_11,14.24097303,430,12784,30,15,2,3,3,1,0,0,0,100,0,10,0,60,0,30,8,60,32,0,0,0.25,0,0,3,0,0,1,0,0,0,0,1,30,40,0,0,40,20
WI_2023_12,9.263195407,3410,31035,9,6,7.8,3,2,1,0,0,0,100,1,50,20,28,1,0,0,0,0,0,100,0,0,0,3,1,0,0,0,0,0,0,1,24,70,0,0,30,0
WI_2023_13,12.975,1200,4200,4,3,12,3,3,1,0,0,100,0,0,1,0,95,0,4,0,0,0,0,100,0,0,0,3,0,0,0,1,0,0,0,1,24,15,0,0,5,80
WI_2023_14,28.24616618,4576,47916,10,8,15,3,3,1,0,0,0,100,40,8,0,0,0,52,36,33,19,0,12,0.21,0,0,3,0,0,1,0,0,0,0,1,18,100,0,0,0,0
WI_2023_15,20.44896774,2388,27574,12,9,18,3,3,1,0,100,0,0,5,20,0,65,5,5,12,51,35,1,1,0.29,0,0,3,0,0,1,0,0,0,0,1,36,70,0,0,30,0
WI_2023_16,40.76665587,3209,8030,3,10,7.5,3,3,1,100,0,0,0,40,10,0,35,5,10,0,0,0,100,0,0,0,0,2,1,0,0,0,0,0,0,1,18,70,0,0,30,0
WI_2023_17,47.25,367,1223,3,10,5.5,2,3,1,100,0,0,0,5,5,35,0,0,55,0,0,0,100,0,0,0,0,3,1,0,0,0,0,0,0,1,18,70,0,0,30,0
WI_2023_18,2.922345649,118,60999,517,8,7,2,2,0,0,0,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,2,0,0,1,0,0,0,0,1,12,75,0,0,25,0
WI_2023_19,10.67558883,2039,19722,10,3,2,2,3,0,90,0,0,10,0,0,0,100,0,0,0,0,0,0,100,0,0,0,3,0,1,0,0,0,0,0,1,6,75,0,0,25,0
WI_2023_20,13.91123909,4000,155945,39,3,7.5,2,2,1,10,0,0,90,0,1,0,98,0,1,0,0,0,100,0,0,1,1,3,0,0,0,1,0,0,0,1,18,70,0,0,30,0
